split,client_id,sample_id,x1,x2,label
train,client-alpha,client-alpha-0118,0.21346834,-1.46230102,1
train,client-alpha,client-alpha-0119,-0.84256384,0.45676144,0
train,client-alpha,client-alpha-0120,-0.84478578,-0.06687414,0
train,client-bravo,client-bravo-0001,0.14477143,1.98168223,0
train,client-bravo,client-bravo-0002,1.4411972,2.1494064,1
train,client-bravo,client-bravo-0003,-1.54037107,-0.31764577,0
train,client-bravo,client-bravo-0004,0.00169994,0.95479962,1
train,client-bravo,client-bravo-0005,-0.88515098,-0.09476114,1
train,client-bravo,client-bravo-0006,0.73656937,-1.40982397,1
train,client-bravo,client-bravo-0007,0.58756589,0.4415961,0
train,client-bravo,client-bravo-0008,1.04791025,0.32070116,1
train,client-bravo,client-bravo-0009,1.79175497,-0.72048362,1
train,client-bravo,client-bravo-0010,0.49174419,0.99000977,0
train,client-bravo,client-bravo-0011,0.43569504,-1.58098847,1
train,client-bravo,client-bravo-0012,0.68280972,1.02334686,0
train,client-bravo,client-bravo-0013,-0.71138373,-0.96714936,1
train,client-bravo,client-bravo-0014,0.69160692,-1.14381049,1
train,client-bravo,client-bravo-0015,-1.90773806,-0.63539163,0
train,client-bravo,client-bravo-0016,0.58562482,-0.12203219,1
train,client-bravo,client-bravo-0017,-1.76996853,1.53982772,0
train,client-bravo,client-bravo-0018,2.13856937,1.0871582,0
train,client-bravo,client-bravo-0019,-1.96058687,-0.52772214,0
train,client-bravo,client-bravo-0020,-0.30755183,0.6310462,1
train,client-bravo,client-bravo-0021,0.60424163,-0.67957188,1
train,client-bravo,client-bravo-0022,-0.07120165,-0.86699306,1
train,client-bravo,client-bravo-0023,-1.38193915,0.44615027,0
train,client-bravo,client-bravo-0024,1.14562461,-1.01826994,1
train,client-bravo,client-bravo-0025,-1.74602725,1.12520187,0
train,client-bravo,client-bravo-0026,1.18826463,0.0636983,1
train,client-bravo,client-bravo-0027,1.19230105,0.09047224,0
train,client-bravo,client-bravo-0028,0.26265831,0.12591562,0
train,client-bravo,client-bravo-0029,0.21704177,-1.20948603,1
train,client-bravo,client-bravo-0030,0.13216185,-2.34015882,1
train,client-bravo,client-bravo-0031,-0.12606799,0.84375681,0
train,client-bravo,client-bravo-0032,0.00089405,-1.24243767,1
train,client-bravo,client-bravo-0033,-2.79642706,0.5327518,0
train,client-bravo,client-bravo-0034,1.50069773,1.41313643,1
train,client-bravo,client-bravo-0035,-0.55603562,0.66948759,1
train,client-bravo,client-bravo-0036,-0.76754086,0.31491164,0
train,client-bravo,client-bravo-0037,-0.53763709,-0.08719167,0
train,client-bravo,client-bravo-0038,-0.78288999,0.52871314,0
train,client-bravo,client-bravo-0039,0.40246279,2.22030795,0
train,client-bravo,client-bravo-0040,-0.33577644,0.88450856,0
train,client-bravo,client-bravo-0041,-1.4580483,-3.04222593,1
train,client-bravo,client-bravo-0042,-0.49284456,2.46213323,0
train,client-bravo,client-bravo-0043,0.47473324,1.61059037,0
train,client-bravo,client-bravo-0044,-0.2954724,-0.75042748,1
train,client-bravo,client-bravo-0045,0.07679547,1.69528987,0
train,client-bravo,client-bravo-0046,1.18519044,-3.06660969,1
train,client-bravo,client-bravo-0047,-1.0490681,0.69536496,1
train,client-bravo,client-bravo-0048,0.42841979,1.33103079,1
train,client-bravo,client-bravo-0049,1.03127313,0.99185082,0
train,client-bravo,client-bravo-0050,0.28904087,-0.51704108,1
train,client-bravo,client-bravo-0051,1.25042444,-0.92098414,1
train,client-bravo,client-bravo-0052,-0.30845332,2.01604713,0
train,client-bravo,client-bravo-0053,-0.30293502,-0.98359814,1
train,client-bravo,client-bravo-0054,-0.03575908,1.08607098,0
train,client-bravo,client-bravo-0055,1.99803571,0.42325131,1
train,client-bravo,client-bravo-0056,0.9617178,0.0159029,0
train,client-bravo,client-bravo-0057,0.99108908,0.58371821,1
train,client-bravo,client-bravo-0058,-1.17640361,0.13698859,0
train,client-bravo,client-bravo-0059,0.83249859,-0.25276781,0
train,client-bravo,client-bravo-0060,2.06878759,1.71035193,0
train,client-bravo,client-bravo-0061,1.05142295,0.61044211,0
train,client-bravo,client-bravo-0062,-0.61306159,-1.59171965,1
train,client-bravo,client-bravo-0063,-2.09520495,1.26654575,0
train,client-bravo,client-bravo-0064,-0.99476006,0.08590878,0
train,client-bravo,client-bravo-0065,-1.54472356,-0.76293168,1
train,client-bravo,client-bravo-0066,0.59329266,-1.34095422,1
train,client-bravo,client-bravo-0067,0.66765511,1.0895203,0
train,client-bravo,client-bravo-0068,0.35205717,0.71140674,0
train,client-bravo,client-bravo-0069,0.9177348,0.71599094,0
train,client-bravo,client-bravo-0070,-2.03818432,-0.64761972,0
train,client-bravo,client-bravo-0071,-1.39596296,0.5283722,0
train,client-bravo,client-bravo-0072,-0.89192452,-1.22944271,1
train,client-bravo,client-bravo-0073,-0.78148255,-1.17739124,1
train,client-bravo,client-bravo-0074,-0.73591347,1.31182,0
train,client-bravo,client-bravo-0075,0.28073244,-0.66687251,0
train,client-bravo,client-bravo-0076,-0.67884327,0.5129939,0
train,client-bravo,client-bravo-0077,-1.67834101,-2.38788873,0
train,client-bravo,client-bravo-0078,-0.42305631,-1.15396064,1
train,client-bravo,client-bravo-0079,0.65487835,0.05473852,1
train,client-bravo,client-bravo-0080,-1.34680951,0.60108724,0
train,client-bravo,client-bravo-0081,0.32326482,-1.38249527,1
train,client-bravo,client-bravo-0082,0.06798239,0.4198101,0
train,client-bravo,client-bravo-0083,-0.55812183,-0.17244211,1
train,client-bravo,client-bravo-0084,-0.65438118,-0.92321769,1
train,client-bravo,client-bravo-0085,0.60905595,-0.72694393,1
train,client-bravo,client-bravo-0086,1.14502672,-1.15286938,1
train,client-bravo,client-bravo-0087,-0.5334492,0.14880366,1
train,client-bravo,client-bravo-0088,0.40337139,-1.58770724,1
train,client-bravo,client-bravo-0089,-0.49523949,-0.63460958,1
train,client-bravo,client-bravo-0090,-1.57771892,-0.70282376,0
train,client-bravo,client-bravo-0091,1.81686505,0.39241595,0
train,client-bravo,client-bravo-0092,0.33752381,1.98863572,0
train,client-bravo,client-bravo-0093,0.65369205,-2.73631361,1
train,client-bravo,client-bravo-0094,-0.31957629,-0.05561354,0
train,client-bravo,client-bravo-0095,-0.96595162,0.12363654,0
train,client-bravo,client-bravo-0096,-1.18522587,-0.82503602,0
train,client-bravo,client-bravo-0097,0.14390484,-0.07151076,0
train,client-bravo,client-bravo-0098,0.70686132,1.96503174,0
train,client-bravo,client-bravo-0099,1.35532994,0.12912294,1
train,client-bravo,client-bravo-0100,-0.29988998,0.01534767,0
train,client-bravo,client-bravo-0101,-0.47853697,0.17887521,1
train,client-bravo,client-bravo-0102,1.73171744,1.68835625,1
train,client-bravo,client-bravo-0103,0.37053691,-0.74026561,1
train,client-bravo,client-bravo-0104,-0.28289692,0.06014474,0
train,client-bravo,client-bravo-0105,-0.46388877,-1.06903252,0
train,client-bravo,client-bravo-0106,0.53290611,-0.15130537,1
train,client-bravo,client-bravo-0107,-0.71849296,1.25434514,0
train,client-bravo,client-bravo-0108,-0.19051785,0.77482557,0
train,client-bravo,client-bravo-0109,1.18395963,2.87763965,1
train,client-bravo,client-bravo-0110,0.20526129,1.51935092,0
train,client-bravo,client-bravo-0111,-0.52523678,-0.25565555,1
train,client-bravo,client-bravo-0112,0.41344356,0.02915746,0
train,client-bravo,client-bravo-0113,0.35383537,-0.78824939,1
train,client-bravo,client-bravo-0114,0.82124039,0.44670158,1
train,client-bravo,client-bravo-0115,0.6216098,0.49537923,1
train,client-bravo,client-bravo-0116,-0.60432799,0.56653572,0
train,client-bravo,client-bravo-0117,-1.65459982,0.17311611,0
train,client-bravo,client-bravo-0118,-1.0267668,0.4829058,0
train,client-bravo,client-bravo-0119,-0.84287838,-1.54674554,1
train,client-bravo,client-bravo-0120,3.05325684,0.28831129,1
train,client-charlie,client-charlie-0001,0.7601424,-0.49542655,1
train,client-charlie,client-charlie-0002,0.48598377,-1.83842955,1
train,client-charlie,client-charlie-0003,2.10150796,0.88663763,1
train,client-charlie,client-charlie-0004,2.12363544,0.56171737,1
train,client-charlie,client-charlie-0005,0.05721115,-1.73504229,1
train,client-charlie,client-charlie-0006,-1.64279546,0.16343861,0
train,client-charlie,client-charlie-0007,0.40972688,-1.38909642,1
train,client-charlie,client-charlie-0008,1.38285454,-0.33477866,1
train,client-charlie,client-charlie-0009,-0.11750608,0.99853521,0
train,client-charlie,client-charlie-0010,0.79050914,-1.40047054,1
train,client-charlie,client-charlie-0011,1.76234939,0.78463227,1
train,client-charlie,client-charlie-0012,0.62673224,-2.28882745,1
train,client-charlie,client-charlie-0013,0.26899329,-1.02776868,1
train,client-charlie,client-charlie-0014,1.24534074,0.6663261,1
train,client-charlie,client-charlie-0015,-0.30584291,-0.34506259,0
train,client-charlie,client-charlie-0016,1.88256636,0.09219029,1
train,client-charlie,client-charlie-0017,-0.82240794,2.07895947,0
train,client-charlie,client-charlie-0018,1.88882936,0.04381277,1
train,client-charlie,client-charlie-0019,-0.4687813,-1.59964448,1
train,client-charlie,client-charlie-0020,0.1003326,0.97007845,0
train,client-charlie,client-charlie-0021,1.61540649,-0.19795368,1
train,client-charlie,client-charlie-0022,0.01800413,-1.66700971,1
train,client-charlie,client-charlie-0023,0.1418801,0.87187528,0
train,client-charlie,client-charlie-0024,1.19409514,-1.79164718,1
train,client-charlie,client-charlie-0025,1.62325451,-1.98955453,1
train,client-charlie,client-charlie-0026,0.51404333,-1.77969825,1
train,client-charlie,client-charlie-0027,0.27746274,-0.23722742,1
train,client-charlie,client-charlie-0028,-0.7353881,0.76079886,0
train,client-charlie,client-charlie-0029,2.07250495,-0.66222184,1
train,client-charlie,client-charlie-0030,-0.21746259,-0.40019149,0
train,client-charlie,client-charlie-0031,0.56773571,-2.67840664,1
train,client-charlie,client-charlie-0032,0.40387807,0.53313942,1
train,client-charlie,client-charlie-0033,1.02686347,-1.80221505,1
train,client-charlie,client-charlie-0034,0.80090388,0.20766303,1
train,client-charlie,client-charlie-0035,0.83743128,-0.86896849,1
train,client-charlie,client-charlie-0036,1.26909454,0.49780069,1
train,client-charlie,client-charlie-0037,0.86253784,0.12727256,1
train,client-charlie,client-charlie-0038,-0.80601548,-2.6284789,1
train,client-charlie,client-charlie-0039,1.71832128,0.37356983,1
train,client-charlie,client-charlie-0040,1.94341853,-0.45058051,1
train,client-charlie,client-charlie-0041,1.04173035,-1.01453744,1
train,client-charlie,client-charlie-0042,-0.65121588,1.83738148,0
train,client-charlie,client-charlie-0043,-1.15825389,-1.01433229,1
train,client-charlie,client-charlie-0044,1.95276102,0.23913366,1
train,client-charlie,client-charlie-0045,1.65099032,-0.87874682,1
train,client-charlie,client-charlie-0046,1.17617285,-0.09751948,1
train,client-charlie,client-charlie-0047,1.31267269,-1.44382598,1
train,client-charlie,client-charlie-0048,0.4787123,0.0107982,1
train,client-charlie,client-charlie-0049,-1.12603888,-0.51132865,1
train,client-charlie,client-charlie-0050,0.55978243,-1.12095712,1
train,client-charlie,client-charlie-0051,1.57857258,-0.06617413,1
train,client-charlie,client-charlie-0052,2.36894263,1.9268636,0
train,client-charlie,client-charlie-0053,0.93466665,-1.57890315,1
train,client-charlie,client-charlie-0054,2.14952836,-2.11563441,1
train,client-charlie,client-charlie-0055,1.21829105,1.10642964,1
train,client-charlie,client-charlie-0056,1.03652132,-1.58557942,1
train,client-charlie,client-charlie-0057,0.73197657,0.93288227,0
train,client-charlie,client-charlie-0058,1.35176936,0.42196682,0
train,client-charlie,client-charlie-0059,-0.01742764,-1.53149683,1
train,client-charlie,client-charlie-0060,2.9620089,-1.97015903,1
train,client-charlie,client-charlie-0061,1.58264172,0.32206892,1
train,client-charlie,client-charlie-0062,-0.49363261,0.76294377,0
train,client-charlie,client-charlie-0063,1.7796955,-0.0471518,1
train,client-charlie,client-charlie-0064,1.05262713,-0.73421424,1
train,client-charlie,client-charlie-0065,-0.49915301,-1.59857826,1
train,client-charlie,client-charlie-0066,1.54874575,-0.74695527,1
train,client-charlie,client-charlie-0067,0.94769476,0.20275861,0
train,client-charlie,client-charlie-0068,1.30093225,-0.33493475,1
train,client-charlie,client-charlie-0069,-0.71158117,-1.79066096,1
train,client-charlie,client-charlie-0070,1.3304453,-0.914031,1
train,client-charlie,client-charlie-0071,0.61202208,-1.19619833,1
train,client-charlie,client-charlie-0072,-0.02595504,-0.397725,1
train,client-charlie,client-charlie-0073,-0.1462223,-1.42823088,1
train,client-charlie,client-charlie-0074,0.67946338,-1.59463803,1
train,client-charlie,client-charlie-0075,0.45505851,0.52094378,0
train,client-charlie,client-charlie-0076,-0.62173175,-1.84244434,1
train,client-charlie,client-charlie-0077,1.54565213,-0.71892054,1
train,client-charlie,client-charlie-0078,1.24210412,-1.20502458,1
train,client-charlie,client-charlie-0079,2.12864254,-0.63751218,1
train,client-charlie,client-charlie-0080,0.96026212,-0.58443895,1
train,client-charlie,client-charlie-0081,-0.95862091,-0.33347683,0
train,client-charlie,client-charlie-0082,-0.40525603,-0.59500097,1
train,client-charlie,client-charlie-0083,0.19656457,0.49774752,0
train,client-charlie,client-charlie-0084,0.7957871,1.51944821,1
train,client-charlie,client-charlie-0085,2.00453727,1.54805536,1
train,client-charlie,client-charlie-0086,0.462925,0.23312598,1
train,client-charlie,client-charlie-0087,0.99563387,0.05722149,0
train,client-charlie,client-charlie-0088,3.01817016,-0.78808548,1
train,client-charlie,client-charlie-0089,1.32067921,-1.47368137,1
train,client-charlie,client-charlie-0090,-0.74969475,-0.29548622,1
train,client-charlie,client-charlie-0091,0.0217262,0.88051614,0
train,client-charlie,client-charlie-0092,0.15956253,-0.06897124,0
train,client-charlie,client-charlie-0093,1.00892775,-1.76250205,1
train,client-charlie,client-charlie-0094,0.10836217,-0.66893625,1
train,client-charlie,client-charlie-0095,0.59821582,-1.34938934,1
train,client-charlie,client-charlie-0096,2.54121025,-0.07179354,1
train,client-charlie,client-charlie-0097,2.7741256,0.25612118,1
train,client-charlie,client-charlie-0098,0.06839861,-0.78636137,1
train,client-charlie,client-charlie-0099,0.25743013,-0.13700398,1
train,client-charlie,client-charlie-0100,1.4687378,2.13991556,1
train,client-charlie,client-charlie-0101,-0.73347093,-0.76069452,1
train,client-charlie,client-charlie-0102,2.52770374,-1.65848053,1
train,client-charlie,client-charlie-0103,-0.08237497,1.92312937,0
train,client-charlie,client-charlie-0104,0.85363286,-1.03642675,1
train,client-charlie,client-charlie-0105,0.9942577,0.28017541,1
train,client-charlie,client-charlie-0106,0.41043183,-1.61111382,1
train,client-charlie,client-charlie-0107,0.75140649,-1.00258113,1
train,client-charlie,client-charlie-0108,0.55508048,0.22435268,0
train,client-charlie,client-charlie-0109,1.51160202,0.05651146,1
train,client-charlie,client-charlie-0110,1.53563282,0.55883446,1
train,client-charlie,client-charlie-0111,1.46643159,1.15283771,1
train,client-charlie,client-charlie-0112,-1.10381503,1.85502169,0
train,client-charlie,client-charlie-0113,0.99519802,-0.90444624,1
train,client-charlie,client-charlie-0114,2.66223326,-1.64106878,1
train,client-charlie,client-charlie-0115,0.45307375,-0.1706992,1
train,client-charlie,client-charlie-0116,0.19281429,1.06616326,0
train,client-charlie,client-charlie-0117,1.33354592,0.43361414,1
train,client-charlie,client-charlie-0118,0.38654839,-0.78721838,0
train,client-charlie,client-charlie-0119,2.58067751,-2.24368217,1
train,client-charlie,client-charlie-0120,1.24758384,-0.04659494,1
test,global-test,test-0001,-1.53321346,-0.46019236,0
test,global-test,test-0002,1.09410265,-0.55596766,1
test,global-test,test-0003,-0.48215305,0.56014114,0
test,global-test,test-0004,-0.66165661,-0.09767154,1
test,global-test,test-0005,-0.00191227,-0.09793004,0
test,global-test,test-0006,0.5363702,1.01382133,0
test,global-test,test-0007,-0.56573808,0.14560537,0
test,global-test,test-0008,-1.42767885,0.15808441,0
test,global-test,test-0009,-1.17271853,-0.86477541,1
test,global-test,test-0010,0.29051868,-0.88988164,1
test,global-test,test-0011,0.19928653,1.38534804,0
test,global-test,test-0012,-2.04249503,0.38147451,0
test,global-test,test-0013,-1.05567304,1.08016812,0
test,global-test,test-0014,-0.68063893,0.39038345,0
test,global-test,test-0015,-1.16404988,-0.4823943,0
test,global-test,test-0016,0.18493949,-0.77823992,0
test,global-test,test-0017,-0.32420998,1.02643826,1
test,global-test,test-0018,-0.58553413,-2.81980968,1
test,global-test,test-0019,0.71392643,0.48334325,1
test,global-test,test-0020,0.09753556,0.1895422,1
test,global-test,test-0021,-0.95702305,-0.6385542,0
test,global-test,test-0022,0.71144932,0.48445406,1
test,global-test,test-0023,-0.65722963,1.49656599,0
test,global-test,test-0024,-0.543089,1.81480675,0
test,global-test,test-0025,0.90879767,-0.41774928,1
test,global-test,test-0026,-0.73444647,-0.97233256,0
test,global-test,test-0027,0.01485844,-0.47892332,1
test,global-test,test-0028,0.61511397,2.16209122,0
test,global-test,test-0029,0.31305907,-0.77855558,1
test,global-test,test-0030,-0.42349522,-1.44773264,1
test,global-test,test-0031,0.53304596,-1.02698804,1
test,global-test,test-0032,1.19975154,0.3994987,1
test,global-test,test-0033,-2.41494161,-1.19355673,0
test,global-test,test-0034,0.44347863,1.1562214,0
test,global-test,test-0035,-0.0287712,-1.58698586,1
test,global-test,test-0036,1.67901954,-0.63642544,1
test,global-test,test-0037,-1.14417809,1.31567602,0
test,global-test,test-0038,-0.95464873,0.49989869,0
test,global-test,test-0039,-2.64342473,-0.56169518,0
test,global-test,test-0040,3.00413996,1.75545053,1
test,global-test,test-0041,-0.45055278,1.49109695,0
test,global-test,test-0042,-1.86601929,0.01026749,0
test,global-test,test-0043,1.37840048,1.4252781,0
test,global-test,test-0044,0.30527744,2.3475896,0
test,global-test,test-0045,1.42992221,0.59583106,0
test,global-test,test-0046,-0.30580416,-2.0776354,1
test,global-test,test-0047,0.51773219,0.97638057,0
test,global-test,test-0048,-1.77278117,0.76446377,0
test,global-test,test-0049,1.57589146,-0.26463499,1
test,global-test,test-0050,-1.14509026,0.18006284,0
test,global-test,test-0051,-0.12333217,-0.40126857,1
test,global-test,test-0052,-0.27288298,-1.02159108,0
test,global-test,test-0053,1.57048647,1.01296984,1
test,global-test,test-0054,0.06667989,-0.89831871,1
test,global-test,test-0055,0.17487232,0.74038762,1
test,global-test,test-0056,0.97494788,-1.13546927,0
test,global-test,test-0057,-0.64968792,0.1643477,1
test,global-test,test-0058,-1.32341535,1.35557435,0
test,global-test,test-0059,-1.87333926,0.2978643,0
test,global-test,test-0060,-1.08845561,0.33959303,0
test,global-test,test-0061,-0.03143642,-0.58760263,1
test,global-test,test-0062,-0.26702233,0.04469103,0
test,global-test,test-0063,-1.04663619,0.16435631,0
test,global-test,test-0064,-1.07887102,-0.05418831,0
test,global-test,test-0065,-0.73841384,1.69652975,0
test,global-test,test-0066,-0.91795537,2.20066901,0
test,global-test,test-0067,-0.64383113,-1.36926171,1
test,global-test,test-0068,1.01854124,-0.28566473,1
test,global-test,test-0069,-0.1434303,-0.69614079,1
test,global-test,test-0070,0.41016089,2.28881564,0
test,global-test,test-0071,1.1555138,-0.60521764,1
test,global-test,test-0072,-4.15870739,0.23908374,0
test,global-test,test-0073,-1.26016258,-1.94829273,1
test,global-test,test-0074,-0.81827666,0.63688009,0
test,global-test,test-0075,0.25759925,-1.01737699,0
test,global-test,test-0076,-0.61537067,-1.18045016,1
test,global-test,test-0077,-0.31152342,-2.23718595,1
test,global-test,test-0078,0.35222731,0.77218279,0
test,global-test,test-0079,0.87091428,-0.75063468,1
test,global-test,test-0080,0.10765992,-1.39656946,1
test,global-test,test-0081,2.50750836,-1.27227615,1
test,global-test,test-0082,-1.38521253,0.52177397,0
test,global-test,test-0083,2.00049156,1.6061315,0
test,global-test,test-0084,0.26642418,-1.25861285,1
test,global-test,test-0085,0.16702733,1.24262883,0
test,global-test,test-0086,0.08994369,-0.69544319,1
test,global-test,test-0087,0.41396046,-1.38476741,1
test,global-test,test-0088,1.23293371,1.23746177,0
test,global-test,test-0089,0.17048748,1.33249243,0
test,global-test,test-0090,-0.63021683,1.31345586,0
test,global-test,test-0091,1.24883077,0.48212965,1
test,global-test,test-0092,-0.50015385,-2.72984733,1
test,global-test,test-0093,0.36200657,0.60780796,0
test,global-test,test-0094,0.96953067,0.72909319,0
